application_id,age,annual_income,loan_amount,monthly_emi,cibil_score,employment_type,loan_purpose,event_timestamp,applied_channel
LA2024000471,37.0,1397269.0,1216323.0,25543,674.0,Student,Vehicle,2024-07-20 10:31:13,Website
LA2024000472,59.0,1274969.0,676515.0,14207,552.0,Student,Vehicle,2024-07-17 09:15:02,Website
LA2024000473,28.0,457702.0,727703.0,15282,796.0,Salaried,Personal,2024-08-27 03:22:10,Call Center
LA2024000474,30.0,231732.0,969736.0,20364,701.0,Self-Employed,Medical,2024-03-21 10:39:40,Website
LA2024000475,28.0,722916.0,1187907.0,24946,351.0,Self-Employed,Education,2024-02-28 07:11:33,Mobile App
LA2024000476,33.0,366488.0,1278120.0,26841,803.0,Salaried,Medical,2024-05-27 20:48:07,DSA Agent
LA2024000477,48.0,632337.0,75863.0,1593,598.0,Salaried,Home Renovation,2024-05-23 10:46:37,DSA Agent
LA2024000478,31.0,1203260.0,1012163.0,21255,640.0,Self-Employed,Business,2024-04-20 13:47:10,Website
LA2024000479,46.0,1121523.0,208258.0,4373,880.0,Student,Education,2024-07-29 09:40:09,DSA Agent
LA2024000480,56.0,495564.0,467501.0,9818,684.0,Student,Personal,2024-08-03 17:50:05,Call Center
LA2024000481,58.0,179222.0,1252671.0,26306,313.0,Unemployed,Business,2024-03-07 08:08:03,Call Center
LA2024000482,42.0,522302.0,413244.0,8678,406.0,Self-Employed,Vehicle,2024-08-02 19:01:54,DSA Agent
LA2024000483,48.0,900424.0,1205384.0,25313,556.0,Student,Home Renovation,2024-03-03 07:14:09,Branch
LA2024000484,57.0,1435578.0,721361.0,15149,322.0,Unemployed,Education,2024-04-20 01:28:01,Mobile App
LA2024000485,51.0,752484.0,387329.0,8134,400.0,Student,Medical,2024-01-08 08:08:24,Branch
LA2024000486,30.0,621776.0,534654.0,11228,775.0,Unemployed,Personal,2024-04-01 21:45:11,Call Center
LA2024000487,23.0,1059727.0,819615.0,17212,385.0,Salaried,Business,2024-09-15 19:10:44,Call Center
LA2024000488,22.0,268119.0,1159463.0,24349,400.0,Unemployed,Vehicle,2024-04-29 11:48:15,DSA Agent
LA2024000489,55.0,521990.0,928722.0,19503,603.0,Student,Personal,2024-07-10 16:54:33,Call Center
LA2024000490,41.0,210112.0,1403174.0,29467,354.0,Student,Home Renovation,2024-01-30 03:21:55,Branch
LA2024000491,30.0,1017267.0,1308221.0,27473,453.0,Salaried,Vehicle,2024-06-20 14:25:51,Mobile App
LA2024000492,32.0,881243.0,1142362.0,23990,863.0,Student,Vehicle,2024-04-10 07:48:26,Branch
LA2024000493,30.0,1111208.0,924505.0,19415,679.0,Unemployed,Business,2024-07-19 21:05:08,Website
LA2024000494,52.0,1168262.0,470290.0,9876,879.0,Student,Vehicle,2024-09-07 13:33:51,Call Center
LA2024000495,44.0,801949.0,648228.0,13613,512.0,Salaried,Vehicle,2024-05-23 12:51:06,DSA Agent
LA2024000496,55.0,1583660.0,222396.0,4670,670.0,Self-Employed,Home Renovation,2024-01-28 18:19:25,Branch
LA2024000497,30.0,1665113.0,592566.0,12444,443.0,Student,Personal,2024-05-08 13:20:49,Website
LA2024000498,38.0,332827.0,1393384.0,29261,527.0,Unemployed,Medical,2024-02-03 05:44:42,Mobile App
LA2024000499,23.0,1668201.0,667529.0,14018,404.0,Self-Employed,Personal,2024-05-01 08:58:08,Mobile App
LA2024000500,59.0,474510.0,214906.0,4513,800.0,Unemployed,Personal,2024-01-17 12:13:57,Website
LA2024000501,40.0,559875.0,995299.0,20901,410.0,Unemployed,Education,2024-06-21 22:02:45,Website
LA2024000502,41.0,1024171.0,1445791.0,30362,423.0,Self-Employed,Vehicle,2024-03-24 19:43:11,Website
LA2024000503,35.0,198517.0,1307861.0,27465,578.0,Salaried,Home Renovation,2024-02-24 09:56:47,Call Center
LA2024000504,29.0,750778.0,447410.0,9396,558.0,Unemployed,Medical,2024-01-05 16:07:37,DSA Agent
LA2024000505,58.0,471080.0,708150.0,14871,488.0,Student,Business,2024-08-27 18:37:13,Branch
LA2024000506,39.0,946186.0,819973.0,17219,514.0,Unemployed,Medical,2024-08-14 01:01:44,Mobile App
LA2024000507,47.0,1494230.0,409367.0,8597,477.0,Unemployed,Personal,2024-08-07 04:09:19,Call Center
LA2024000508,19.0,1674805.0,439603.0,9232,848.0,Self-Employed,Medical,2024-01-16 16:43:35,DSA Agent
LA2024000509,29.0,500103.0,393160.0,8256,648.0,Salaried,Personal,2024-04-04 09:10:19,Branch
LA2024000510,52.0,1049071.0,1492142.0,31335,852.0,Unemployed,Personal,2024-09-19 06:20:40,Branch
LA2024000511,21.0,932787.0,1131720.0,23766,893.0,Student,Vehicle,2024-06-05 05:23:17,Branch
LA2024000512,22.0,834949.0,1269241.0,26654,691.0,Salaried,Home Renovation,2024-02-04 16:39:03,Call Center
LA2024000513,52.0,1193947.0,1234024.0,25915,796.0,Student,Personal,2024-02-08 01:51:24,DSA Agent
LA2024000514,31.0,1782575.0,1440758.0,30256,366.0,Salaried,Business,2024-03-12 00:57:46,Branch
LA2024000515,29.0,818646.0,202653.0,4256,870.0,Self-Employed,Personal,2024-09-19 12:48:13,DSA Agent
LA2024000516,42.0,257605.0,1328367.0,27896,589.0,Self-Employed,Vehicle,2024-02-15 19:05:04,Call Center
LA2024000517,26.0,1661347.0,146510.0,3077,728.0,Self-Employed,Home Renovation,2024-08-31 18:44:40,Website
LA2024000518,19.0,1687987.0,739360.0,15527,447.0,Student,Vehicle,2024-07-02 01:31:36,Call Center
LA2024000519,18.0,681905.0,911928.0,19150,357.0,Unemployed,Vehicle,2024-09-05 21:53:45,DSA Agent
LA2024000520,21.0,977742.0,568898.0,11947,831.0,Self-Employed,Business,2024-08-11 00:33:46,Mobile App
LA2024000521,24.0,1573270.0,261951.0,5501,570.0,Student,Vehicle,2024-03-30 16:24:59,Call Center
LA2024000522,47.0,981197.0,328836.0,6906,383.0,Unemployed,Education,2024-08-11 12:45:44,DSA Agent
LA2024000523,30.0,943977.0,1245763.0,26161,695.0,Student,Medical,2024-02-15 15:59:34,Website
LA2024000524,21.0,1671241.0,512149.0,10755,332.0,Self-Employed,Medical,2024-03-19 13:28:50,Website
LA2024000525,18.0,1517528.0,499985.0,10500,570.0,Student,Personal,2024-02-27 04:17:01,Call Center
LA2024000526,38.0,987084.0,1388874.0,29166,723.0,Self-Employed,Business,2024-02-05 22:55:54,Call Center
LA2024000527,54.0,416476.0,258614.0,5431,732.0,Self-Employed,Vehicle,2024-01-25 07:12:32,Mobile App
LA2024000528,32.0,873371.0,1377137.0,28920,572.0,Student,Education,2024-02-20 14:20:49,DSA Agent
LA2024000529,20.0,1266148.0,1385407.0,29094,522.0,Self-Employed,Personal,2024-02-02 10:19:00,Mobile App
LA2024000530,27.0,599606.0,917911.0,19276,803.0,Salaried,Medical,2024-04-12 17:09:15,Website
LA2024000531,39.0,1036513.0,290020.0,6090,411.0,Unemployed,Personal,2024-01-20 06:03:12,Branch
LA2024000532,26.0,1237047.0,275998.0,5796,344.0,Student,Vehicle,2024-01-17 13:04:23,Website
LA2024000533,60.0,290284.0,462844.0,9720,394.0,Salaried,Medical,2024-09-24 06:03:12,Branch
LA2024000534,50.0,1089914.0,887252.0,18632,781.0,Self-Employed,Business,2024-01-24 16:15:33,Branch
LA2024000535,32.0,1366971.0,272739.0,5728,582.0,Self-Employed,Vehicle,2024-01-20 23:53:37,Branch
LA2024000536,58.0,503669.0,710703.0,14925,322.0,Unemployed,Business,2024-01-09 03:05:15,Call Center
LA2024000537,31.0,1054886.0,217460.0,4567,401.0,Unemployed,Personal,2024-02-05 18:52:21,Mobile App
LA2024000538,24.0,1320531.0,833411.0,17502,316.0,Student,Business,2024-05-22 12:54:57,DSA Agent
LA2024000539,58.0,223077.0,80664.0,1694,789.0,Self-Employed,Personal,2024-08-11 08:36:35,Website
LA2024000540,59.0,1212743.0,1078102.0,22640,577.0,Salaried,Education,2024-07-17 10:06:13,Mobile App
LA2024000541,31.0,578577.0,130323.0,2737,340.0,Salaried,Medical,2024-06-05 15:57:23,Branch
LA2024000542,43.0,805600.0,332491.0,6982,432.0,Salaried,Medical,2024-01-23 22:57:33,Website
LA2024000543,25.0,1219200.0,303230.0,6368,670.0,Unemployed,Business,2024-07-28 02:13:24,Mobile App
LA2024000544,45.0,157261.0,1254941.0,26354,656.0,Salaried,Business,2024-01-11 01:23:19,Branch
LA2024000545,47.0,177705.0,127403.0,2675,792.0,Student,Education,2024-06-19 08:18:35,Call Center
LA2024000546,48.0,886858.0,672426.0,14121,315.0,Unemployed,Home Renovation,2024-04-20 12:28:14,Branch
LA2024000547,42.0,1717118.0,907158.0,19050,341.0,Self-Employed,Medical,2024-08-26 04:29:40,DSA Agent
LA2024000548,48.0,159995.0,798193.0,16762,321.0,Student,Home Renovation,2024-03-24 00:48:51,Mobile App
LA2024000549,41.0,1451491.0,1037036.0,21778,536.0,Unemployed,Education,2024-06-21 09:16:10,Mobile App
LA2024000550,53.0,273747.0,1214496.0,25504,737.0,Self-Employed,Education,2024-04-28 19:10:03,Website
LA2024000551,25.0,956737.0,620764.0,13036,698.0,Self-Employed,Medical,2024-05-20 23:22:14,DSA Agent
LA2024000552,38.0,860506.0,1250915.0,26269,426.0,Salaried,Business,2024-09-10 11:24:38,Call Center
LA2024000553,35.0,922349.0,511087.0,10733,695.0,Self-Employed,Personal,2024-07-11 10:37:04,Mobile App
LA2024000554,40.0,285167.0,1477412.0,31026,694.0,Unemployed,Education,2024-04-21 22:19:21,Branch
LA2024000555,24.0,1393329.0,781563.0,16413,415.0,Student,Vehicle,2024-04-30 19:06:18,Website
LA2024000556,31.0,604847.0,1117219.0,23462,750.0,Salaried,Personal,2024-07-09 05:37:21,DSA Agent
LA2024000557,59.0,1422235.0,1318757.0,27694,553.0,Student,Business,2024-04-03 10:29:36,Website
LA2024000558,22.0,1231560.0,1199344.0,25186,335.0,Student,Business,2024-02-15 07:43:08,Branch
LA2024000559,45.0,1059628.0,1284140.0,26967,534.0,Salaried,Home Renovation,2024-05-06 06:23:16,Call Center
LA2024000560,46.0,659215.0,827944.0,17387,762.0,Unemployed,Business,2024-01-19 10:05:54,Branch
LA2024000561,38.0,1226237.0,113038.0,2374,718.0,Salaried,Personal,2024-02-15 19:44:50,DSA Agent
LA2024000562,19.0,1796120.0,764971.0,16064,461.0,Self-Employed,Business,2024-04-23 14:11:25,DSA Agent
LA2024000563,19.0,1673159.0,313172.0,6577,754.0,Self-Employed,Vehicle,2024-08-03 01:47:05,Branch
LA2024000564,29.0,1661898.0,1339219.0,28124,534.0,Student,Vehicle,2024-07-29 23:35:07,Website
LA2024000565,22.0,512513.0,393280.0,8259,576.0,Unemployed,Education,2024-03-11 09:21:37,Call Center
LA2024000566,22.0,1115761.0,380701.0,7995,352.0,Salaried,Personal,2024-04-23 22:05:34,Website
LA2024000567,24.0,806377.0,411611.0,8644,899.0,Self-Employed,Personal,2024-02-11 10:53:03,Call Center
LA2024000568,26.0,1745462.0,981721.0,20616,804.0,Self-Employed,Vehicle,2024-07-22 21:58:55,Call Center
LA2024000569,54.0,1717640.0,878287.0,18444,417.0,Unemployed,Personal,2024-03-07 12:21:45,Branch
LA2024000570,45.0,1582228.0,1425819.0,29942,636.0,Unemployed,Education,2024-08-03 20:55:50,Call Center
LA2024000571,19.0,418507.0,653580.0,13725,768.0,Self-Employed,Home Renovation,2024-08-15 08:36:52,DSA Agent
LA2024000572,45.0,676182.0,459303.0,9645,603.0,Student,Business,2024-07-05 01:16:17,DSA Agent
LA2024000573,23.0,1323604.0,121418.0,2550,426.0,Unemployed,Education,2024-03-30 03:42:15,Mobile App
LA2024000574,36.0,1386833.0,60260.0,1265,882.0,Unemployed,Home Renovation,2024-09-14 06:51:04,Mobile App
LA2024000575,19.0,727978.0,591740.0,12427,461.0,Student,Business,2024-07-04 05:36:11,Mobile App
LA2024000576,21.0,375772.0,1392435.0,29241,501.0,Student,Vehicle,2024-06-23 09:02:24,Mobile App
LA2024000577,23.0,375901.0,809441.0,16998,523.0,Unemployed,Personal,2024-08-19 05:32:03,Call Center
LA2024000578,36.0,1279509.0,1345644.0,28259,835.0,Salaried,Education,2024-08-25 23:55:13,Mobile App
LA2024000579,37.0,899379.0,197424.0,4146,600.0,Self-Employed,Business,2024-01-21 23:47:07,Mobile App
LA2024000580,33.0,960285.0,185315.0,3892,732.0,Student,Vehicle,2024-08-26 00:25:40,Call Center
LA2024000581,44.0,1495352.0,1258514.0,26429,841.0,Salaried,Education,2024-07-25 13:21:29,Website
LA2024000582,48.0,177762.0,204775.0,4300,858.0,Student,Business,2024-02-25 18:15:43,Call Center
LA2024000583,49.0,1394976.0,125344.0,2632,814.0,Unemployed,Medical,2024-03-24 01:40:19,Call Center
LA2024000584,42.0,602479.0,635934.0,13355,845.0,Salaried,Medical,2024-07-22 05:16:13,Branch
LA2024000585,41.0,1686495.0,1391020.0,29211,869.0,Unemployed,Education,2024-02-28 11:42:46,Call Center
LA2024000586,39.0,1726380.0,1049605.0,22042,895.0,Self-Employed,Education,2024-05-02 03:38:56,Call Center
LA2024000587,28.0,978524.0,193714.0,4068,686.0,Unemployed,Personal,2024-07-05 00:04:53,Mobile App
LA2024000588,38.0,671121.0,1263840.0,26541,379.0,Student,Education,2024-06-24 15:10:20,Mobile App
LA2024000589,18.0,534749.0,1273183.0,26737,368.0,Salaried,Home Renovation,2024-09-02 15:28:55,Website
LA2024000590,59.0,449399.0,1211009.0,25431,778.0,Student,Vehicle,2024-01-31 02:45:34,Branch
LA2024000591,33.0,1798690.0,1358847.0,28536,490.0,Salaried,Medical,2024-03-20 15:43:28,DSA Agent
LA2024000592,50.0,459426.0,397823.0,8354,783.0,Salaried,Education,2024-09-22 22:01:04,Mobile App
LA2024000593,59.0,886831.0,1470377.0,30878,861.0,Unemployed,Medical,2024-06-02 14:02:35,Mobile App
LA2024000594,39.0,940701.0,515009.0,10815,687.0,Unemployed,Business,2024-03-08 03:37:16,Website
LA2024000595,55.0,1270648.0,1212937.0,25472,759.0,Salaried,Education,2024-03-19 06:07:30,Website
LA2024000596,38.0,1540371.0,890078.0,18692,467.0,Self-Employed,Home Renovation,2024-04-01 14:05:50,Call Center
LA2024000597,23.0,1070693.0,1180242.0,24785,561.0,Salaried,Home Renovation,2024-05-29 15:46:14,Website
LA2024000598,19.0,1400702.0,960338.0,20167,880.0,Self-Employed,Education,2024-03-17 19:50:01,Call Center
LA2024000599,23.0,1085032.0,981600.0,20614,790.0,Unemployed,Personal,2024-06-16 21:39:57,Mobile App
LA2024000600,58.0,870805.0,943611.0,19816,422.0,Salaried,Medical,2024-04-30 05:19:57,Mobile App
LA2024000601,38.0,410287.0,1179544.0,24770,862.0,Student,Business,2024-06-13 18:58:23,Call Center
LA2024000602,31.0,494399.0,1121612.0,23554,600.0,Unemployed,Vehicle,2024-02-11 21:11:06,Website
LA2024000603,37.0,863489.0,245100.0,5147,807.0,Unemployed,Education,2024-06-17 08:34:49,Mobile App
LA2024000604,29.0,226007.0,1247779.0,26203,613.0,Self-Employed,Personal,2024-09-06 16:19:32,Branch
LA2024000605,55.0,671996.0,827298.0,17373,662.0,Student,Business,2024-02-06 11:19:01,Mobile App
LA2024000606,60.0,913340.0,518470.0,10888,397.0,Self-Employed,Home Renovation,2024-03-29 09:49:55,Mobile App
LA2024000607,21.0,929848.0,795623.0,16708,503.0,Salaried,Vehicle,2024-07-06 06:08:32,Branch
LA2024000608,48.0,1494379.0,1452126.0,30495,734.0,Salaried,Education,2024-06-15 16:46:50,Branch
LA2024000609,32.0,1746638.0,1293479.0,27163,806.0,Student,Medical,2024-07-01 04:22:56,Branch
LA2024000610,20.0,1353975.0,1258862.0,26436,353.0,Student,Vehicle,2024-05-31 01:58:41,Branch
LA2024000611,57.0,281234.0,721059.0,15142,346.0,Student,Home Renovation,2024-07-03 07:10:15,Mobile App
LA2024000612,20.0,824191.0,1186999.0,24927,716.0,Unemployed,Business,2024-06-13 12:49:48,Website
LA2024000613,26.0,1354353.0,608379.0,12776,568.0,Student,Home Renovation,2024-01-20 23:58:37,Website
LA2024000614,19.0,1131259.0,1044939.0,21944,810.0,Self-Employed,Business,2024-07-21 20:19:01,Website
LA2024000615,38.0,905343.0,977366.0,20525,341.0,Self-Employed,Home Renovation,2024-04-30 15:30:56,Branch
LA2024000616,43.0,869806.0,412208.0,8656,509.0,Unemployed,Vehicle,2024-01-14 21:24:04,Website
LA2024000617,31.0,819832.0,436371.0,9164,321.0,Unemployed,Business,2024-04-20 10:32:51,DSA Agent
LA2024000618,21.0,1105376.0,138643.0,2912,726.0,Salaried,Home Renovation,2024-04-27 11:57:51,Call Center
LA2024000619,22.0,444988.0,252664.0,5306,815.0,Unemployed,Medical,2024-01-24 09:53:25,DSA Agent
LA2024000620,58.0,1003883.0,678747.0,14254,394.0,Salaried,Personal,2024-09-25 22:39:07,Website
LA2024000621,52.0,489681.0,742922.0,15601,494.0,Unemployed,Medical,2024-03-01 00:56:39,Branch
LA2024000622,58.0,1273594.0,289425.0,6078,808.0,Student,Home Renovation,2024-03-30 06:39:45,Branch
LA2024000623,40.0,1576835.0,654489.0,13744,324.0,Student,Education,2024-04-29 01:26:16,DSA Agent
LA2024000624,41.0,987719.0,926057.0,19447,872.0,Student,Personal,2024-08-12 18:38:22,Website
LA2024000625,51.0,789506.0,387226.0,8132,833.0,Student,Business,2024-07-19 14:01:58,Mobile App
LA2024000626,44.0,1702008.0,540443.0,11349,391.0,Self-Employed,Home Renovation,2024-07-27 03:50:26,DSA Agent
LA2024000627,36.0,1238492.0,582892.0,12241,383.0,Unemployed,Medical,2024-03-05 00:09:44,DSA Agent
LA2024000628,30.0,856246.0,782328.0,16429,715.0,Student,Personal,2024-08-16 06:24:58,Mobile App
LA2024000629,38.0,197493.0,581269.0,12207,306.0,Student,Personal,2024-08-12 00:46:45,DSA Agent
LA2024000630,20.0,176261.0,1118569.0,23490,604.0,Self-Employed,Business,2024-05-05 05:48:23,Mobile App
LA2024000631,26.0,515452.0,524868.0,11022,339.0,Salaried,Vehicle,2024-05-27 08:46:22,DSA Agent
LA2024000632,49.0,540016.0,679150.0,14262,619.0,Student,Business,2024-01-11 00:40:02,DSA Agent
LA2024000633,55.0,1340309.0,600222.0,12605,510.0,Self-Employed,Medical,2024-07-24 07:31:57,Mobile App
LA2024000634,22.0,976001.0,315227.0,6620,724.0,Student,Vehicle,2024-09-16 10:46:41,DSA Agent
LA2024000635,22.0,1799932.0,1044327.0,21931,829.0,Self-Employed,Business,2024-05-07 14:09:45,Mobile App
LA2024000636,21.0,1041943.0,391396.0,8219,593.0,Unemployed,Medical,2024-05-25 22:26:56,Website
LA2024000637,52.0,1640148.0,480470.0,10090,685.0,Student,Education,2024-05-14 18:46:42,DSA Agent
LA2024000638,31.0,1061434.0,1199490.0,25189,660.0,Self-Employed,Education,2024-01-23 07:32:18,Website
LA2024000639,32.0,740999.0,1425843.0,29943,891.0,Student,Education,2024-06-16 07:46:53,Call Center
LA2024000640,18.0,1329010.0,1022722.0,21477,438.0,Student,Medical,2024-07-13 18:58:04,Call Center
LA2024000641,59.0,891553.0,1378704.0,28953,443.0,Student,Education,2024-09-07 13:14:58,Call Center
LA2024000642,36.0,603169.0,1288576.0,27060,527.0,Student,Personal,2024-09-08 01:00:46,Mobile App
LA2024000643,52.0,930821.0,747320.0,15694,742.0,Unemployed,Vehicle,2024-05-12 18:56:43,Mobile App
LA2024000644,48.0,1247091.0,1166920.0,24505,820.0,Self-Employed,Education,2024-09-15 22:12:51,Mobile App
LA2024000645,24.0,769672.0,526123.0,11049,467.0,Self-Employed,Personal,2024-05-22 17:42:03,Branch
LA2024000646,52.0,1311653.0,717720.0,15072,366.0,Self-Employed,Medical,2024-06-22 08:26:48,Branch
LA2024000647,41.0,1768180.0,826380.0,17354,665.0,Student,Business,2024-06-11 12:56:25,DSA Agent
LA2024000648,43.0,828613.0,1442714.0,30297,659.0,Unemployed,Vehicle,2024-09-26 15:27:34,Website
LA2024000649,26.0,637137.0,1280412.0,26889,525.0,Student,Medical,2024-07-18 03:05:53,Mobile App
LA2024000650,54.0,813579.0,759416.0,15948,410.0,Salaried,Home Renovation,2024-02-02 09:37:49,DSA Agent
LA2024000651,58.0,1533132.0,996251.0,20921,810.0,Unemployed,Vehicle,2024-01-20 09:35:24,DSA Agent
LA2024000652,35.0,445225.0,343416.0,7212,808.0,Unemployed,Home Renovation,2024-04-20 16:01:38,DSA Agent
LA2024000653,21.0,1756567.0,1216368.0,25544,749.0,Self-Employed,Business,2024-05-19 05:39:16,Website
LA2024000654,54.0,833079.0,851905.0,17890,648.0,Salaried,Education,2024-06-29 12:40:50,Branch
LA2024000655,56.0,1538663.0,822447.0,17271,457.0,Self-Employed,Home Renovation,2024-05-10 00:42:48,Call Center
LA2024000656,39.0,1448246.0,1161111.0,24383,542.0,Unemployed,Education,2024-05-18 22:52:20,DSA Agent
LA2024000657,42.0,1442903.0,967730.0,20322,341.0,Student,Business,2024-09-05 20:31:07,Call Center
LA2024000658,27.0,1649805.0,155077.0,3257,450.0,Salaried,Home Renovation,2024-03-31 10:00:50,Branch
LA2024000659,20.0,455006.0,467825.0,9824,570.0,Salaried,Education,2024-05-13 05:55:21,Mobile App
LA2024000660,58.0,1129461.0,306242.0,6431,562.0,Unemployed,Home Renovation,2024-05-30 11:51:22,DSA Agent
LA2024000661,38.0,313357.0,1115595.0,23427,348.0,Self-Employed,Vehicle,2024-05-06 10:43:01,Branch
LA2024000662,29.0,643961.0,100963.0,2120,875.0,Student,Education,2024-09-18 09:25:09,Mobile App
LA2024000663,47.0,216969.0,343486.0,7213,461.0,Self-Employed,Business,2024-09-16 19:03:21,Mobile App
LA2024000664,19.0,1275778.0,916295.0,19242,606.0,Salaried,Vehicle,2024-05-18 13:01:26,Website
LA2024000665,21.0,1152751.0,1057457.0,22207,579.0,Self-Employed,Education,2024-05-01 15:44:07,Mobile App
LA2024000666,28.0,1371241.0,779792.0,16376,582.0,Student,Home Renovation,2024-06-08 00:31:05,DSA Agent
LA2024000667,37.0,440775.0,1298042.0,27259,807.0,Self-Employed,Vehicle,2024-02-18 20:07:51,DSA Agent
LA2024000668,33.0,698151.0,1382463.0,29032,748.0,Student,Home Renovation,2024-04-25 00:21:23,Website
LA2024000669,26.0,1265962.0,241549.0,5073,821.0,Self-Employed,Education,2024-02-28 13:36:59,Mobile App
LA2024000670,33.0,1513803.0,1431141.0,30054,527.0,Self-Employed,Medical,2024-02-08 21:26:43,Mobile App
LA2024000671,32.0,1611366.0,940850.0,19758,459.0,Self-Employed,Vehicle,2024-01-26 16:48:54,Call Center
LA2024000672,40.0,271598.0,972517.0,20423,556.0,Self-Employed,Vehicle,2024-06-07 12:11:49,Website
LA2024000673,42.0,814173.0,187888.0,3946,637.0,Self-Employed,Medical,2024-01-01 03:40:53,Mobile App
LA2024000674,55.0,167743.0,951714.0,19986,502.0,Student,Home Renovation,2024-06-23 11:11:58,DSA Agent
LA2024000675,52.0,1500554.0,1102287.0,23148,576.0,Self-Employed,Education,2024-04-26 15:00:28,Call Center
LA2024000676,30.0,352901.0,892147.0,18735,390.0,Student,Home Renovation,2024-04-08 22:48:28,Mobile App
LA2024000677,56.0,1506543.0,172515.0,3623,650.0,Self-Employed,Home Renovation,2024-07-26 16:41:30,Call Center
LA2024000678,40.0,407413.0,808679.0,16982,728.0,Self-Employed,Personal,2024-05-25 11:05:55,DSA Agent
LA2024000679,26.0,175360.0,1407112.0,29549,616.0,Unemployed,Personal,2024-07-17 00:51:45,Website
LA2024000680,32.0,1600232.0,1098953.0,23078,824.0,Unemployed,Education,2024-07-10 13:23:38,DSA Agent
LA2024000681,49.0,874039.0,249241.0,5234,898.0,Self-Employed,Business,2024-01-09 16:19:33,Branch
LA2024000682,53.0,851219.0,1441910.0,30280,844.0,Self-Employed,Education,2024-02-28 04:23:24,DSA Agent
LA2024000683,34.0,1217113.0,1440376.0,30248,355.0,Student,Home Renovation,2024-06-02 21:29:21,Mobile App
LA2024000684,24.0,603637.0,295623.0,6208,829.0,Salaried,Business,2024-09-20 09:32:18,Website
LA2024000685,26.0,1289813.0,1211282.0,25437,500.0,Self-Employed,Vehicle,2024-02-11 15:45:16,DSA Agent
LA2024000686,22.0,857973.0,639739.0,13435,571.0,Student,Personal,2024-01-29 12:00:59,Call Center
LA2024000687,48.0,599890.0,910838.0,19128,547.0,Student,Medical,2024-09-11 02:10:27,Mobile App
LA2024000688,39.0,801487.0,695520.0,14606,470.0,Salaried,Home Renovation,2024-09-18 00:52:36,Website
LA2024000689,37.0,160136.0,1184804.0,24881,827.0,Salaried,Education,2024-02-15 04:31:30,DSA Agent
LA2024000690,46.0,647411.0,1495156.0,31398,683.0,Self-Employed,Home Renovation,2024-04-18 11:04:01,Call Center
LA2024000691,53.0,1125889.0,1202916.0,25261,881.0,Salaried,Education,2024-06-18 04:37:19,DSA Agent
LA2024000692,52.0,377534.0,1400488.0,29410,873.0,Student,Vehicle,2024-02-22 17:04:35,DSA Agent
LA2024000693,23.0,345605.0,1421739.0,29857,552.0,Unemployed,Personal,2024-03-29 02:01:28,Website
LA2024000694,43.0,1232260.0,180652.0,3794,736.0,Self-Employed,Business,2024-04-16 17:28:14,Mobile App
LA2024000695,55.0,856581.0,417405.0,8766,601.0,Self-Employed,Business,2024-06-22 05:19:02,DSA Agent
LA2024000696,51.0,375397.0,1096692.0,23031,597.0,Salaried,Medical,2024-03-24 04:15:24,DSA Agent
LA2024000697,32.0,1383929.0,905610.0,19018,744.0,Salaried,Medical,2024-04-21 07:26:08,Branch
LA2024000698,34.0,1429450.0,122711.0,2577,713.0,Student,Education,2024-03-19 04:29:54,Branch
LA2024000699,56.0,207357.0,187821.0,3944,847.0,Self-Employed,Education,2024-07-24 02:29:13,Website
LA2024000700,19.0,482785.0,804793.0,16901,764.0,Student,Medical,2024-02-11 07:39:58,Branch
LA2024000701,40.0,761070.0,943440.0,19812,673.0,Student,Vehicle,2024-03-03 06:48:02,Website
LA2024000702,22.0,1356762.0,293193.0,6157,852.0,Unemployed,Home Renovation,2024-03-08 11:55:56,Branch
LA2024000703,56.0,272150.0,298372.0,6266,361.0,Salaried,Medical,2024-09-01 13:31:52,Mobile App
LA2024000704,19.0,1479217.0,237543.0,4988,758.0,Student,Vehicle,2024-09-12 00:12:23,DSA Agent
LA2024000705,19.0,677079.0,869178.0,18253,535.0,Unemployed,Medical,2024-05-15 01:21:30,Website
LA2024000706,32.0,356787.0,61387.0,1289,560.0,Self-Employed,Medical,2024-02-12 05:28:26,DSA Agent
LA2024000707,26.0,1574563.0,880024.0,18481,769.0,Salaried,Personal,2024-07-23 03:29:00,Branch
LA2024000708,39.0,293130.0,740096.0,15542,464.0,Self-Employed,Medical,2024-05-12 20:44:52,Call Center
LA2024000709,30.0,363803.0,725678.0,15239,831.0,Unemployed,Personal,2024-08-17 10:15:05,Website
LA2024000710,33.0,1716795.0,1034950.0,21734,600.0,Unemployed,Personal,2024-04-07 04:45:52,Website
LA2024000711,42.0,1007284.0,807816.0,16964,509.0,Self-Employed,Medical,2024-09-26 16:24:33,Website
LA2024000712,42.0,914027.0,1105235.0,23210,497.0,Salaried,Business,2024-08-05 21:22:54,DSA Agent
LA2024000713,58.0,1284140.0,1157688.0,24311,552.0,Self-Employed,Education,2024-03-01 11:10:04,Mobile App
LA2024000714,38.0,1189888.0,1384170.0,29068,866.0,Salaried,Home Renovation,2024-07-14 21:32:11,DSA Agent
LA2024000715,42.0,1162372.0,1208904.0,25387,361.0,Student,Home Renovation,2024-03-18 11:03:46,Call Center
LA2024000716,47.0,188379.0,800673.0,16814,605.0,Unemployed,Home Renovation,2024-04-04 10:39:07,DSA Agent
