user_id,signup_month,last_active_month,status
50924,2023-11,2024-07,active
50925,2026-03,2026-05,active
50926,2024-11,2026-02,active
50927,2024-01,2025-07,active
50928,2024-06,2026-04,active
50929,2024-12,2025-09,active
50930,2024-11,2024-11,active
50931,2025-05,2025-12,active
50932,2023-11,2025-11,active
50933,2025-03,2025-04,active
50934,2024-07,2024-09,active
50935,2026-03,2026-03,active
50936,2023-07,2025-12,active
50937,2023-07,2025-01,active
50938,2024-07,2026-05,churned
50939,2024-09,2026-03,active
50940,2025-05,2025-12,active
50941,2024-05,2025-09,active
50942,2026-02,2026-03,active
50943,2024-08,2024-09,active
50944,2023-06,2024-08,active
50945,2023-05,2025-02,active
50946,2026-04,2026-04,active
50947,2023-06,2024-01,active
50948,2026-03,2026-03,active
50949,2023-12,2025-10,active
50950,2023-04,2026-02,active
50951,2024-01,2025-12,active
50952,2025-02,2025-08,active
50953,2024-06,2025-08,active
50954,2025-09,2026-05,churned
50955,2025-02,2025-11,active
50956,2024-05,2024-12,active
50957,2025-03,2025-08,active
50958,2026-04,2026-05,active
50959,2024-05,2025-04,active
50960,2023-07,2025-12,active
50961,2024-05,2026-02,active
50962,2025-11,2025-11,active
50963,2023-09,2025-08,active
50964,2026-03,2026-04,active
50965,2025-01,2025-09,active
50966,2025-01,2025-05,active
50967,2024-01,2024-11,active
50968,2026-02,2026-03,active
50969,2023-02,2023-04,active
50970,2024-01,2025-11,active
50971,2024-06,2024-09,active
50972,2024-08,2025-04,active
50973,2024-08,2024-12,active
50974,2023-07,2023-12,active
50975,2023-10,2024-09,active
50976,2023-04,2026-02,active
50977,2024-12,2026-04,active
50978,2024-03,2025-01,active
50979,2024-12,2025-09,active
50980,2025-01,2026-05,active
50981,2025-05,2025-08,active
50982,2024-11,2026-04,active
50983,2025-03,2025-04,active
50984,2025-01,2025-04,active
50985,2025-03,2025-08,active
50986,2025-02,2025-02,active
50987,2024-01,2025-12,active
50988,2023-11,2026-01,active
50989,2025-09,2025-12,active
50990,2024-03,2026-01,active
50991,2024-11,2026-01,active
50992,2023-09,2025-11,active
50993,2024-06,2026-01,churned
50994,2024-10,2025-09,active
50995,2025-02,2025-03,active
50996,2024-10,2026-04,active
50997,2024-03,2025-07,active
50998,2026-04,2026-05,active
50999,2024-10,2026-05,active
51000,2025-10,2025-11,active
51001,2025-07,2025-11,active
51002,2024-11,2025-02,active
51003,2026-01,2026-01,active
51004,2023-06,2026-04,active
51005,2026-02,2026-05,active
51006,2025-11,2026-05,churned
51007,2024-09,2026-03,active
51008,2025-07,2026-02,active
51009,2024-10,2025-08,active
51010,2023-12,2026-05,active
51011,2025-09,2026-01,active
51012,2023-11,2025-06,active
51013,2024-01,2024-07,active
51014,2024-10,2025-12,active
51015,2025-11,2026-04,active
51016,2024-04,2025-09,active
51017,2024-09,2025-07,churned
51018,2023-02,2023-09,active
51019,2023-05,2023-06,active
51020,2023-03,2025-03,churned
51021,2023-03,2025-05,active
51022,2025-12,2026-04,active
51023,2025-11,2026-05,churned
51024,2025-10,2026-01,active
51025,2023-03,2025-11,active
51026,2023-04,2025-07,active
51027,2023-12,2024-08,active
51028,2024-12,2026-03,active
51029,2024-02,2024-03,active
51030,2024-08,2025-09,active
51031,2023-08,2026-03,active
51032,2025-06,2026-01,active
51033,2024-01,2026-04,active
51034,2023-03,2023-05,active
51035,2025-07,2025-12,active
51036,2026-02,2026-05,active
51037,2023-01,2025-03,active
51038,2024-06,2026-03,active
51039,2025-10,2026-01,active
51040,2025-05,2026-01,active
51041,2025-12,2026-02,active
51042,2024-06,2026-02,churned
51043,2024-04,2024-07,active
51044,2025-06,2025-09,active
51045,2023-07,2023-10,active
51046,2023-10,2025-08,active
51047,2025-01,2025-04,active
51048,2025-04,2025-08,active
51049,2023-05,2025-11,active
51050,2024-09,2025-04,active
51051,2024-03,2024-06,active
51052,2024-09,2024-09,active
51053,2026-04,2026-04,active
51054,2023-04,2026-02,active
51055,2026-05,2026-05,churned
51056,2024-07,2025-07,churned
51057,2025-08,2026-05,active
51058,2024-06,2024-11,active
51059,2024-01,2024-11,active
51060,2025-08,2025-09,active
51061,2025-05,2025-10,active
51062,2023-06,2025-02,active
51063,2025-05,2026-03,active
51064,2025-07,2025-11,active
51065,2024-04,2025-12,active
51066,2026-02,2026-04,active
51067,2025-03,2025-07,active
51068,2024-02,2026-03,active
51069,2023-01,2024-06,active
51070,2025-04,2025-06,active
51071,2023-09,2026-04,active
51072,2025-08,2026-05,active
51073,2024-10,2024-10,active
51074,2024-08,2026-03,active
51075,2023-07,2026-04,active
51076,2025-06,2026-03,active
51077,2023-07,2024-03,active
51078,2024-06,2025-09,active
51079,2025-11,2026-02,active
51080,2026-02,2026-04,active
51081,2026-05,2026-05,churned
51082,2026-04,2026-05,churned
51083,2024-11,2025-11,active
51084,2023-09,2025-01,churned
51085,2025-11,2026-03,active
51086,2025-09,2026-01,active
51087,2026-05,2026-05,churned
51088,2025-03,2025-03,active
51089,2023-06,2023-07,active
51090,2024-09,2026-05,active
51091,2024-07,2026-03,active
51092,2025-11,2026-03,active
51093,2024-05,2024-09,active
51094,2024-02,2025-11,active
51095,2023-04,2023-09,active
51096,2025-11,2026-01,active
51097,2025-07,2025-10,active
51098,2023-02,2023-02,active
51099,2024-06,2026-01,active
51100,2024-08,2025-07,active
51101,2024-08,2025-02,active
51102,2026-02,2026-04,active
51103,2023-07,2023-07,active
51104,2024-01,2025-01,active
51105,2023-08,2025-01,active
51106,2023-11,2024-09,active
51107,2026-02,2026-05,active
51108,2026-03,2026-03,active
51109,2023-02,2023-07,active
51110,2025-02,2025-10,active
51111,2023-10,2026-02,churned
51112,2023-08,2024-08,active
51113,2023-12,2024-01,active
51114,2023-08,2026-04,active
51115,2024-09,2025-06,active
51116,2026-05,2026-05,active
51117,2025-01,2025-03,active
51118,2025-06,2026-01,active
51119,2024-09,2025-03,active
51120,2023-01,2026-03,active
51121,2023-04,2024-03,active
51122,2023-12,2025-04,active
51123,2023-10,2025-03,active
51124,2025-11,2025-12,active
51125,2025-11,2026-02,active
51126,2025-12,2025-12,active
51127,2025-03,2025-12,active
51128,2024-11,2026-01,active
51129,2025-03,2026-05,churned
51130,2024-05,2025-01,active
51131,2025-04,2025-07,active
51132,2025-09,2026-01,active
51133,2025-08,2026-02,active
51134,2025-02,2026-05,active
51135,2023-03,2023-03,churned
51136,2025-06,2025-08,active
51137,2024-04,2024-10,active
51138,2025-07,2025-09,active
51139,2024-11,2025-07,active
51140,2026-01,2026-05,active
51141,2024-02,2024-02,active
51142,2026-03,2026-05,active
51143,2025-11,2026-03,active
51144,2024-02,2025-07,active
51145,2024-08,2025-10,active
51146,2024-10,2024-12,active
51147,2025-08,2026-03,active
51148,2025-05,2025-08,active
51149,2025-11,2026-02,active
51150,2024-04,2025-09,active
51151,2024-09,2025-09,active
51152,2024-06,2025-01,active
51153,2026-02,2026-03,active
51154,2024-01,2025-02,churned
51155,2025-01,2025-01,active
51156,2023-05,2025-07,active
51157,2025-11,2025-11,active
51158,2024-04,2025-03,active
51159,2024-02,2025-08,active
51160,2024-12,2025-01,active
51161,2024-09,2026-05,active
51162,2025-11,2026-01,active
51163,2024-10,2024-10,active
51164,2024-10,2025-11,active
51165,2023-05,2025-01,active
51166,2023-01,2025-03,active
51167,2024-05,2025-11,active
51168,2026-05,2026-05,active
51169,2026-02,2026-03,active
51170,2025-02,2026-03,churned
51171,2025-02,2025-07,active
51172,2024-05,2025-06,active
51173,2023-08,2024-01,active
51174,2023-01,2025-02,active
51175,2024-02,2024-09,active
51176,2024-01,2025-09,active
51177,2023-08,2025-11,churned
51178,2023-11,2026-01,active
51179,2023-02,2026-03,active
51180,2025-01,2025-03,active
51181,2026-03,2026-03,active
51182,2025-05,2026-05,active
51183,2024-07,2025-03,active
51184,2024-06,2024-06,active
51185,2024-01,2024-09,active
51186,2023-06,2025-12,active
51187,2025-01,2025-07,active
51188,2024-12,2025-01,churned
51189,2023-01,2025-06,churned
51190,2024-06,2024-10,active
51191,2023-12,2024-10,active
51192,2023-07,2023-07,active
51193,2025-05,2025-12,active
51194,2024-10,2025-06,active
51195,2025-02,2026-03,active
51196,2025-06,2025-10,active
51197,2026-05,2026-05,active
51198,2025-09,2025-10,active
51199,2025-02,2025-04,active
51200,2026-01,2026-02,active
51201,2024-08,2025-05,active
51202,2026-05,2026-05,active
51203,2025-08,2025-08,active
51204,2025-03,2025-09,active
51205,2026-02,2026-05,churned
51206,2024-10,2026-01,churned
51207,2025-06,2026-01,churned
51208,2023-12,2026-02,active
51209,2026-04,2026-05,active
51210,2025-02,2025-12,active
51211,2025-09,2026-04,active
51212,2024-07,2024-09,active
51213,2025-12,2026-04,active
51214,2023-04,2024-03,active
51215,2023-05,2025-08,active
51216,2024-09,2026-04,active
51217,2025-07,2025-12,active
51218,2025-10,2025-10,active
51219,2024-07,2025-03,active
51220,2025-03,2025-09,active
51221,2024-11,2026-04,active
51222,2026-04,2026-05,active
51223,2025-03,2025-11,active
51224,2024-06,2026-04,active
51225,2026-04,2026-04,churned
51226,2023-05,2024-08,active
51227,2026-05,2026-05,churned
51228,2023-07,2025-12,active
51229,2023-12,2025-08,churned
51230,2025-10,2026-02,active
51231,2025-07,2025-12,active
51232,2026-04,2026-05,active
51233,2025-07,2026-03,active
51234,2025-03,2025-10,churned
51235,2024-03,2024-03,active
51236,2023-01,2023-05,churned
51237,2023-06,2023-11,active
51238,2024-01,2025-02,churned
51239,2023-02,2025-02,active
51240,2024-09,2026-01,active
51241,2025-08,2025-10,active
51242,2026-04,2026-05,active
51243,2024-09,2025-10,active
51244,2025-12,2025-12,active
51245,2026-05,2026-05,active
51246,2025-12,2026-02,active
51247,2024-08,2025-02,active
51248,2024-02,2026-02,active
51249,2026-05,2026-05,active
51250,2023-10,2026-03,active
51251,2024-05,2026-01,active
51252,2023-04,2024-12,active
51253,2025-09,2026-01,active
51254,2025-03,2025-07,active
51255,2023-04,2025-09,active
51256,2023-10,2023-12,active
51257,2024-11,2025-04,churned
51258,2024-11,2025-01,churned
51259,2025-09,2026-01,active
51260,2023-11,2024-08,churned
51261,2026-02,2026-02,churned
51262,2024-07,2025-03,active
51263,2025-10,2026-04,active
51264,2023-10,2025-03,active
51265,2023-02,2025-10,active
51266,2023-03,2026-02,active
51267,2024-04,2026-03,active
51268,2026-04,2026-04,active
51269,2023-02,2026-01,churned
51270,2024-04,2026-03,active
51271,2023-05,2026-04,active
51272,2026-03,2026-04,active
51273,2025-04,2025-07,active
51274,2025-08,2026-01,active
51275,2025-06,2026-05,churned
51276,2025-03,2026-04,active
51277,2025-08,2026-01,active
51278,2023-01,2023-07,active
51279,2025-12,2026-02,churned
51280,2025-07,2026-02,active
51281,2025-07,2026-01,active
51282,2024-05,2025-01,active
51283,2025-09,2025-12,active
51284,2024-04,2024-05,active
51285,2023-03,2024-02,active
51286,2026-02,2026-04,active
51287,2023-10,2024-05,active
51288,2023-05,2026-05,churned
51289,2025-02,2025-03,active
51290,2023-10,2025-04,active
51291,2025-12,2026-02,active
51292,2024-07,2026-02,active
51293,2023-01,2026-01,active
51294,2026-04,2026-05,active
51295,2024-10,2025-10,active
51296,2023-11,2025-08,active
51297,2025-04,2025-11,active
51298,2024-10,2025-01,active
51299,2023-02,2024-07,active
51300,2025-08,2025-10,active
51301,2024-05,2025-04,active
51302,2025-05,2025-12,active
51303,2026-01,2026-02,churned
51304,2025-02,2025-05,active
51305,2025-04,2026-03,active
51306,2023-11,2024-10,active
51307,2023-10,2024-04,active
51308,2024-06,2025-11,active
51309,2025-11,2026-04,active
51310,2024-10,2026-02,active
51311,2024-03,2025-11,active
51312,2025-08,2026-05,active
51313,2025-11,2026-03,active
51314,2026-02,2026-03,active
51315,2024-01,2026-02,active
51316,2025-06,2025-09,active
51317,2025-01,2025-05,churned
51318,2024-07,2026-02,active
51319,2024-05,2026-03,active
51320,2023-05,2024-05,active
51321,2023-12,2025-09,active
51322,2024-11,2026-04,active
51323,2026-01,2026-04,active
51324,2025-12,2025-12,active
51325,2023-08,2025-06,active
51326,2025-04,2025-06,active
51327,2023-04,2025-12,active
51328,2025-04,2025-04,active
51329,2024-03,2026-05,active
51330,2024-07,2024-11,active
51331,2025-06,2025-11,active
51332,2024-06,2024-11,active
51333,2025-10,2026-04,active
51334,2024-10,2025-05,active
51335,2026-05,2026-05,active
51336,2025-03,2026-02,active
51337,2024-01,2024-02,active
51338,2025-08,2025-12,active
51339,2024-05,2026-03,active
51340,2024-10,2026-04,active
51341,2023-06,2024-01,active
51342,2023-05,2024-07,active
51343,2024-12,2025-07,active
51344,2023-08,2025-03,active
51345,2026-05,2026-05,active
51346,2025-12,2026-03,active
51347,2025-05,2025-06,active
51348,2025-07,2026-03,active
51349,2025-01,2025-04,active
51350,2023-03,2024-03,active
51351,2024-05,2026-02,active
51352,2024-09,2025-11,active
51353,2026-02,2026-03,active
51354,2023-09,2026-03,active
51355,2024-09,2025-05,active
51356,2024-03,2025-06,churned
51357,2023-06,2024-02,active
51358,2023-05,2023-11,active
51359,2024-03,2025-04,active
51360,2023-04,2025-01,active
51361,2023-03,2025-10,active
51362,2024-03,2025-01,active
51363,2023-09,2026-02,active
51364,2024-11,2025-10,active
51365,2023-01,2023-03,active
51366,2024-01,2025-10,active
51367,2024-07,2025-08,active
51368,2026-04,2026-04,churned
51369,2025-03,2025-10,active
51370,2026-01,2026-02,active
51371,2024-03,2025-07,active
51372,2024-07,2025-08,active
51373,2024-06,2025-04,active
51374,2026-01,2026-02,active
51375,2026-04,2026-04,churned
51376,2026-04,2026-04,active
51377,2025-07,2025-12,active
51378,2024-09,2025-03,active
51379,2024-11,2025-10,active
51380,2026-05,2026-05,active
51381,2023-12,2024-06,active
51382,2024-03,2025-04,active
51383,2026-01,2026-01,active
51384,2024-04,2025-04,active
51385,2023-10,2025-11,active
51386,2024-11,2026-02,active
51387,2024-02,2025-09,active
51388,2026-01,2026-04,active
51389,2026-02,2026-02,active
51390,2024-01,2024-10,active
51391,2024-10,2025-11,active
51392,2026-05,2026-05,active
51393,2025-07,2026-03,churned
51394,2023-09,2025-04,active
51395,2025-01,2026-03,active
51396,2025-02,2025-06,active
51397,2025-03,2025-05,churned
51398,2023-02,2023-05,active
51399,2024-01,2025-05,active
51400,2025-12,2026-03,active
51401,2023-10,2024-07,active
51402,2024-01,2025-11,active
51403,2024-02,2025-10,active
51404,2023-08,2024-08,active
51405,2023-07,2024-03,active
51406,2024-03,2025-11,active
51407,2025-12,2026-04,active
51408,2023-01,2023-08,active
51409,2023-12,2024-07,active
51410,2023-03,2024-09,active
51411,2024-12,2025-09,active
51412,2023-11,2024-04,active
51413,2025-09,2026-05,churned
51414,2024-12,2025-06,active
51415,2025-09,2025-12,active
51416,2025-03,2025-03,active
51417,2024-06,2026-03,active
51418,2025-12,2026-01,active
51419,2024-08,2026-05,active
51420,2026-03,2026-04,active
51421,2026-05,2026-05,active
51422,2025-01,2026-03,active
51423,2025-04,2025-06,active
51424,2023-11,2024-04,churned
51425,2025-10,2026-04,active
51426,2025-04,2026-03,active
51427,2026-02,2026-04,active
51428,2023-11,2023-11,active
51429,2025-09,2026-05,active
51430,2024-08,2025-04,active
51431,2023-08,2026-03,active
51432,2023-08,2026-01,active
51433,2024-12,2026-03,active
51434,2024-02,2025-09,active
51435,2023-05,2025-05,active
51436,2024-06,2025-06,active
51437,2025-03,2025-03,active
51438,2024-02,2024-12,active
51439,2026-04,2026-05,churned
51440,2025-08,2026-04,active
51441,2024-10,2025-09,active
51442,2026-03,2026-05,active
51443,2024-06,2024-06,active
51444,2023-06,2024-10,active
51445,2023-02,2024-10,active
51446,2026-03,2026-05,active
51447,2026-04,2026-04,active
51448,2025-07,2025-09,active
51449,2023-05,2024-06,active
51450,2024-01,2024-05,active
51451,2023-02,2024-12,churned
51452,2023-03,2025-04,active
51453,2023-11,2025-11,active
51454,2024-12,2026-05,active
51455,2023-03,2023-05,active
51456,2026-05,2026-05,active
51457,2024-07,2024-12,active
51458,2023-11,2024-08,active
51459,2024-10,2025-02,active
51460,2025-09,2026-04,active
51461,2024-01,2024-05,active
51462,2023-02,2023-03,active
51463,2023-03,2025-12,active
51464,2025-11,2026-05,active
51465,2023-05,2024-01,active
51466,2025-03,2025-07,active
51467,2024-04,2025-05,active
51468,2025-08,2026-01,churned
51469,2023-03,2026-05,active
51470,2026-01,2026-03,active
51471,2025-05,2025-05,active
51472,2024-07,2025-04,active
51473,2023-09,2025-03,active
51474,2026-05,2026-05,active
51475,2024-01,2025-03,churned
51476,2024-09,2025-07,active
51477,2024-05,2026-04,active
51478,2023-10,2025-11,active
51479,2024-06,2024-12,active
51480,2023-07,2024-07,active
51481,2023-01,2025-04,active
51482,2023-12,2024-12,active
51483,2023-05,2024-08,active
51484,2024-06,2024-10,active
51485,2025-12,2026-01,active
51486,2023-07,2025-08,active
51487,2023-01,2025-11,active
51488,2023-05,2025-10,active
51489,2024-09,2025-03,active
51490,2023-12,2024-04,active
51491,2024-09,2024-12,active
51492,2023-02,2024-05,active
51493,2024-02,2025-04,active
51494,2024-05,2026-03,active
51495,2024-06,2026-03,active
51496,2024-11,2024-11,active
51497,2025-09,2026-03,active
51498,2024-08,2025-02,active
51499,2025-11,2025-12,active
51500,2024-10,2025-09,active
51501,2023-11,2023-12,active
51502,2023-10,2024-08,churned
51503,2024-02,2025-05,active
51504,2025-01,2025-05,active
51505,2023-10,2025-04,active
51506,2026-02,2026-03,active
51507,2024-08,2026-01,active
51508,2025-12,2026-01,active
51509,2025-05,2025-05,active
51510,2024-02,2025-04,active
51511,2023-10,2024-06,churned
51512,2025-07,2026-02,active
51513,2024-02,2024-04,active
51514,2023-11,2025-04,active
51515,2026-03,2026-05,active
51516,2024-08,2024-10,churned
51517,2023-02,2024-02,active
51518,2024-09,2026-02,active
51519,2024-07,2025-07,active
51520,2025-12,2026-01,active
51521,2025-06,2025-08,active
51522,2023-08,2025-10,active
51523,2023-07,2026-01,churned
51524,2025-01,2025-07,active
51525,2023-02,2024-08,active
51526,2024-02,2025-11,active
51527,2023-06,2023-12,active
51528,2023-01,2023-09,active
51529,2026-02,2026-05,active
51530,2023-04,2023-11,active
51531,2023-01,2025-08,active
51532,2026-03,2026-04,churned
51533,2023-08,2026-05,churned
51534,2025-10,2025-10,active
51535,2023-02,2026-03,active
51536,2023-07,2024-02,active
51537,2023-05,2023-06,active
51538,2025-05,2026-02,active
51539,2025-02,2025-10,active
51540,2024-08,2026-02,active
51541,2023-10,2024-01,active
51542,2023-04,2023-07,active
51543,2024-12,2025-10,active
51544,2023-10,2026-02,active
51545,2025-01,2025-07,active
51546,2025-05,2026-03,active
51547,2025-11,2026-05,active
51548,2024-09,2026-03,active
51549,2023-01,2024-09,active
51550,2023-12,2025-08,churned
51551,2025-11,2026-02,active
51552,2024-10,2025-11,active
51553,2025-02,2025-11,active
51554,2024-07,2025-07,active
51555,2023-07,2024-10,active
51556,2026-01,2026-04,active
51557,2025-08,2026-03,active
51558,2026-05,2026-05,churned
51559,2025-12,2026-05,active
51560,2023-12,2025-06,active
51561,2023-11,2024-02,active
51562,2023-11,2025-05,active
51563,2026-02,2026-03,active
51564,2024-11,2024-11,active
51565,2024-07,2024-08,active
51566,2026-04,2026-05,churned
51567,2025-01,2026-05,active
51568,2026-02,2026-04,active
51569,2026-05,2026-05,churned
51570,2023-04,2024-08,active
51571,2024-03,2024-05,active
51572,2025-07,2026-02,active
51573,2025-10,2025-10,active
51574,2023-07,2025-12,active
51575,2024-02,2025-12,active
51576,2024-11,2026-05,active
51577,2025-09,2025-11,active
51578,2023-05,2023-10,active
51579,2025-01,2025-06,active
51580,2024-01,2025-12,active
51581,2023-09,2024-04,active
51582,2024-10,2026-03,active
51583,2024-05,2024-08,active
51584,2025-03,2025-03,active
51585,2024-02,2024-08,active
51586,2025-10,2026-04,active
51587,2023-04,2025-02,active
51588,2025-12,2026-02,active
51589,2023-02,2025-04,active
51590,2025-07,2026-02,active
51591,2024-03,2025-05,churned
51592,2024-04,2025-05,active
51593,2023-01,2023-05,active
51594,2025-05,2025-08,active
51595,2023-07,2025-01,active
51596,2025-04,2025-05,active
51597,2025-06,2025-11,active
51598,2025-11,2025-11,active
51599,2025-06,2026-03,active
51600,2024-01,2024-03,active
51601,2025-07,2025-08,active
51602,2025-10,2026-03,active
51603,2024-02,2024-08,churned
51604,2023-06,2024-06,active
51605,2026-01,2026-02,active
51606,2023-07,2024-02,active
51607,2025-01,2026-01,active
51608,2023-10,2025-08,active
51609,2023-06,2024-02,active
51610,2025-08,2026-02,active
51611,2023-06,2025-07,active
51612,2025-04,2025-11,active
51613,2025-05,2025-12,active
51614,2023-03,2026-03,active
51615,2023-08,2024-11,active
51616,2025-09,2025-12,active
51617,2024-09,2025-08,active
51618,2023-05,2025-11,active
51619,2026-05,2026-05,churned
51620,2023-11,2025-08,active
51621,2023-01,2023-04,active
51622,2026-02,2026-03,active
51623,2023-01,2025-07,churned
51624,2024-11,2025-03,active
51625,2026-05,2026-05,active
51626,2024-12,2026-05,active
51627,2024-12,2026-02,active
51628,2024-04,2026-02,active
51629,2023-06,2023-08,active
51630,2024-12,2025-10,active
51631,2026-01,2026-03,active
51632,2023-04,2025-03,active
51633,2026-01,2026-05,active
51634,2024-06,2025-02,active
51635,2024-10,2025-08,active
51636,2023-07,2025-06,active
51637,2025-02,2026-02,active
51638,2023-08,2025-10,active
51639,2023-12,2024-10,active
51640,2025-06,2026-05,active
51641,2023-03,2023-03,active
51642,2024-07,2025-06,active
51643,2025-01,2025-11,active
51644,2023-06,2023-08,active
51645,2024-01,2025-02,churned
51646,2024-03,2025-07,active
51647,2025-04,2025-12,active
51648,2026-05,2026-05,active
51649,2025-11,2025-11,active
51650,2023-08,2024-05,active
51651,2023-01,2023-11,active
51652,2023-03,2025-03,active
51653,2025-01,2025-06,churned
51654,2023-07,2025-03,active
51655,2023-10,2025-09,active
51656,2025-11,2026-04,active
51657,2025-12,2026-01,active
51658,2025-11,2026-05,churned
51659,2023-11,2024-04,active
51660,2025-02,2025-02,active
51661,2025-02,2025-02,active
51662,2023-08,2024-02,churned
51663,2024-11,2026-03,active
51664,2024-10,2025-02,active
51665,2024-05,2025-10,active
51666,2025-07,2025-11,active
51667,2025-04,2025-04,active
51668,2024-10,2025-06,active
51669,2025-06,2025-06,active
51670,2025-08,2025-12,active
51671,2024-12,2025-10,churned
51672,2023-11,2025-03,active
51673,2025-08,2025-10,active
51674,2025-06,2026-03,active
51675,2026-05,2026-05,active
51676,2023-07,2025-03,churned
51677,2024-06,2024-12,active
51678,2026-02,2026-03,active
51679,2024-10,2024-12,active
51680,2026-03,2026-05,churned
51681,2023-01,2025-07,active
51682,2023-02,2024-01,active
51683,2025-09,2026-03,active
51684,2024-03,2025-09,active
51685,2024-10,2025-10,churned
51686,2024-06,2024-07,active
51687,2024-05,2026-02,active
51688,2026-03,2026-05,active
51689,2023-04,2026-05,active
51690,2025-08,2026-05,churned
51691,2026-01,2026-05,active
51692,2025-03,2026-02,active
51693,2024-05,2024-06,active
51694,2023-07,2024-11,active
51695,2025-04,2025-07,active
51696,2024-08,2024-12,active
51697,2023-07,2025-12,active
51698,2024-03,2025-12,active
51699,2026-04,2026-05,churned
51700,2023-11,2025-09,active
51701,2023-08,2023-12,active
51702,2025-04,2025-07,active
51703,2023-09,2026-01,active
51704,2026-02,2026-03,active
51705,2025-12,2026-03,active
51706,2026-05,2026-05,active
51707,2026-02,2026-03,active
51708,2023-10,2024-04,active
51709,2023-09,2025-12,active
51710,2024-03,2025-11,active
51711,2024-08,2025-11,active
51712,2026-01,2026-02,active
51713,2025-07,2026-02,churned
51714,2025-03,2026-05,active
51715,2026-01,2026-04,active
51716,2025-03,2025-10,active
51717,2024-04,2024-11,active
51718,2024-05,2025-06,active
51719,2024-10,2025-05,active
51720,2023-04,2025-03,active
51721,2025-07,2025-07,active
51722,2025-03,2025-05,active
51723,2025-06,2026-03,active
51724,2024-10,2025-05,active
51725,2025-09,2025-12,active
51726,2026-03,2026-04,active
51727,2024-12,2025-07,active
51728,2024-07,2025-12,active
51729,2023-05,2024-02,active
51730,2025-08,2026-03,active
51731,2026-02,2026-02,active
51732,2025-05,2025-09,active
51733,2025-12,2026-03,active
51734,2025-12,2026-05,churned
51735,2025-09,2025-11,active
51736,2024-09,2025-09,active
51737,2023-05,2023-07,churned
51738,2023-01,2023-04,churned
51739,2023-09,2025-10,active
51740,2024-06,2025-11,active
51741,2025-07,2025-11,active
51742,2024-07,2025-09,active
51743,2023-01,2024-04,active
51744,2023-09,2024-06,active
51745,2026-05,2026-05,active
51746,2026-05,2026-05,active
51747,2024-04,2025-03,active
51748,2025-10,2025-12,active
51749,2025-06,2026-03,active
51750,2026-03,2026-04,active
51751,2026-01,2026-02,churned
51752,2025-02,2025-10,active
51753,2024-05,2025-11,active
51754,2025-02,2025-06,churned
51755,2024-02,2026-04,active
51756,2024-03,2025-03,active
51757,2025-01,2025-12,active
51758,2024-12,2026-05,active
51759,2024-12,2025-07,active
51760,2024-04,2024-09,churned
51761,2024-05,2025-11,active
51762,2023-01,2023-01,active
51763,2025-01,2025-08,active
51764,2024-12,2026-05,active
51765,2026-03,2026-04,active
51766,2024-09,2025-11,active
51767,2024-08,2025-07,active
51768,2023-03,2023-11,active
51769,2023-09,2024-07,active
51770,2024-02,2025-04,active
51771,2024-04,2024-06,active
51772,2024-03,2025-02,active
51773,2024-05,2025-03,churned
51774,2025-08,2026-04,churned
51775,2023-06,2023-10,active
51776,2024-02,2026-01,active
51777,2023-07,2024-09,active
51778,2024-01,2025-07,active
51779,2025-05,2025-12,active
51780,2023-02,2024-01,active
51781,2024-02,2026-04,active
51782,2023-01,2023-10,active
51783,2026-04,2026-04,active
51784,2025-06,2026-03,active
51785,2023-10,2025-05,active
51786,2023-09,2026-02,active
51787,2023-05,2024-09,active
51788,2024-08,2024-08,active
51789,2025-07,2025-07,active
51790,2024-12,2025-07,active
51791,2026-01,2026-02,active
51792,2024-03,2026-03,active
51793,2023-12,2024-03,active
51794,2024-08,2026-03,active
51795,2023-09,2024-04,active
51796,2026-05,2026-05,active
51797,2023-08,2023-12,churned
51798,2024-08,2025-02,active
51799,2024-10,2024-12,active
51800,2023-03,2024-06,active
51801,2024-08,2025-03,active
51802,2024-07,2025-07,churned
51803,2023-11,2025-03,active
51804,2023-06,2023-06,active
51805,2023-02,2023-06,active
51806,2023-01,2023-07,active
51807,2024-08,2024-12,active
51808,2023-04,2023-07,active
51809,2026-04,2026-04,active
51810,2023-11,2025-04,active
51811,2025-03,2025-07,churned
51812,2025-04,2025-08,active
51813,2024-09,2025-06,active
51814,2026-01,2026-03,active
51815,2023-05,2024-05,active
51816,2023-10,2024-05,active
51817,2023-11,2024-11,active
51818,2023-06,2023-06,active
51819,2024-01,2025-03,active
51820,2024-01,2026-04,active
51821,2025-08,2025-11,active
51822,2024-01,2024-04,active
51823,2025-12,2026-04,active
51824,2025-08,2025-09,active
51825,2026-01,2026-01,active
51826,2023-05,2023-10,active
51827,2026-05,2026-05,churned
51828,2025-02,2026-04,active
51829,2026-05,2026-05,active
51830,2024-03,2026-05,active
51831,2026-04,2026-05,churned
51832,2025-01,2025-11,active
51833,2023-03,2025-04,active
51834,2024-05,2025-08,active
51835,2023-06,2025-01,active
51836,2026-03,2026-05,churned
51837,2024-01,2025-10,active
51838,2023-10,2023-12,active
51839,2024-11,2025-06,active
51840,2024-06,2026-05,active
51841,2023-04,2024-07,active
51842,2025-10,2025-11,active
51843,2025-11,2026-05,active
51844,2025-07,2026-01,active
51845,2025-02,2025-11,active
51846,2024-05,2025-03,active
51847,2024-11,2025-01,active
51848,2024-10,2025-05,active
51849,2023-07,2024-10,active
