last_login_days_ago,videos_watched,completion_pct,quiz_avg_score,enrolled_days,dropped
0.0,30.0,88.1,86.7,11.0,0
12.0,58.0,74.3,57.2,76.0,0
2.0,45.0,79.6,63.3,170.0,0
32.0,10.0,19.4,21.6,67.0,1
4.0,37.0,88.4,46.6,84.0,0
12.0,33.0,79.2,65.1,82.0,0
15.0,39.0,74.3,63.8,158.0,0
5.0,45.0,95.8,69.6,43.0,0
4.0,60.0,69.3,70.1,74.0,0
0.0,78.0,70.6,66.6,192.0,0
29.0,6.0,6.3,57.2,192.0,1
0.0,48.0,70.6,95.6,31.0,0
8.0,1.0,92.5,100.0,137.0,0
5.0,98.0,92.8,81.2,160.0,0
0.0,29.0,79.3,68.8,186.0,0
7.0,30.0,85.0,60.1,98.0,0
5.0,73.0,79.9,62.6,88.0,0
0.0,21.0,68.1,70.1,175.0,0
52.0,10.0,22.2,34.0,66.0,1
14.0,35.0,93.7,58.2,153.0,0
36.0,11.0,19.0,30.7,96.0,1
9.0,46.0,71.4,65.8,120.0,0
3.0,19.0,77.8,88.0,37.0,0
0.0,42.0,73.1,68.0,122.0,0
34.0,18.0,19.2,37.2,52.0,1
12.0,43.0,83.1,63.2,83.0,0
27.0,19.0,2.6,54.2,81.0,1
4.0,47.0,65.5,72.8,91.0,0
15.0,19.0,100.0,89.9,74.0,0
47.0,15.0,6.8,54.0,194.0,1
4.0,2.0,84.6,82.6,18.0,0
53.0,8.0,5.3,70.9,123.0,1
1.0,80.0,64.4,71.8,50.0,0
13.0,64.0,79.2,57.6,67.0,0
8.0,27.0,76.8,58.4,127.0,0
8.0,26.0,87.1,69.9,20.0,0
0.0,61.0,89.1,68.4,180.0,0
9.0,34.0,87.7,71.3,146.0,0
21.0,26.0,89.9,85.0,47.0,0
7.0,24.0,98.0,100.0,180.0,0
10.0,86.0,83.9,58.6,50.0,0
12.0,35.0,91.0,79.1,155.0,0
0.0,63.0,84.9,64.6,151.0,0
5.0,57.0,61.0,48.6,115.0,0
5.0,26.0,78.5,100.0,131.0,0
0.0,46.0,71.3,72.3,103.0,0
12.0,23.0,82.3,67.7,178.0,0
0.0,77.0,72.1,86.8,17.0,0
11.0,25.0,86.1,100.0,37.0,0
0.0,53.0,89.8,78.0,158.0,0
58.0,12.0,16.5,77.0,181.0,1
4.0,25.0,96.2,73.2,108.0,0
21.0,69.0,63.2,88.7,62.0,0
5.0,34.0,68.0,61.4,125.0,0
6.0,5.0,100.0,61.5,62.0,0
19.0,54.0,90.1,78.2,65.0,0
0.0,29.0,82.2,93.4,89.0,0
6.0,48.0,80.3,66.1,30.0,0
10.0,64.0,79.4,87.6,192.0,0
9.0,53.0,60.7,79.3,119.0,0
6.0,65.0,72.3,69.6,29.0,0
5.0,16.0,78.9,84.6,25.0,0
13.0,71.0,72.8,61.9,127.0,0
7.0,38.0,74.1,89.3,10.0,0
14.0,14.0,100.0,70.4,171.0,0
9.0,0.0,77.5,84.8,144.0,0
11.0,38.0,82.8,77.1,189.0,0
15.0,28.0,82.4,75.3,109.0,0
4.0,28.0,85.9,23.2,156.0,0
15.0,52.0,75.2,65.5,184.0,0
5.0,83.0,92.5,59.1,22.0,0
62.0,4.0,14.7,79.6,87.0,1
3.0,47.0,67.1,70.5,166.0,0
57.0,0.0,6.5,58.2,33.0,1
22.0,8.0,14.8,57.5,157.0,1
4.0,23.0,77.8,71.5,145.0,0
7.0,81.0,85.1,73.1,189.0,0
14.0,45.0,86.3,80.9,92.0,0
18.0,41.0,85.2,77.8,44.0,0
8.0,30.0,83.4,100.0,84.0,0
15.0,46.0,80.9,87.7,105.0,0
5.0,31.0,58.5,75.1,136.0,0
0.0,87.0,87.8,79.0,85.0,0
0.0,51.0,84.9,70.8,103.0,0
4.0,48.0,70.2,66.7,141.0,0
12.0,48.0,82.8,87.2,72.0,0
15.0,15.0,7.0,34.0,40.0,1
15.0,45.0,91.7,71.5,147.0,0
21.0,35.0,85.1,82.2,18.0,0
0.0,49.0,83.2,60.4,135.0,0
23.0,62.0,89.5,83.7,70.0,0
0.0,71.0,76.9,60.1,186.0,0
21.0,50.0,84.1,77.1,147.0,0
6.0,50.0,73.8,80.7,132.0,0
56.0,3.0,0.0,29.9,131.0,1
6.0,0.0,63.9,43.2,116.0,0
39.0,6.0,17.6,61.2,66.0,1
18.0,32.0,80.2,92.2,110.0,0
52.0,3.0,7.6,35.7,122.0,1
1.0,53.0,72.2,69.4,193.0,0
0.0,72.0,80.9,90.0,110.0,0
0.0,15.0,80.6,100.0,121.0,0
0.0,29.0,84.3,70.0,69.0,0
0.0,25.0,69.5,95.9,69.0,0
5.0,32.0,86.4,88.9,13.0,0
0.0,15.0,61.5,92.8,199.0,0
19.0,92.0,73.3,85.8,105.0,0
5.0,64.0,64.4,74.4,53.0,0
9.0,28.0,88.3,56.4,11.0,0
13.0,45.0,84.0,66.9,116.0,0
22.0,35.0,84.6,84.4,144.0,0
13.0,48.0,94.7,71.1,11.0,0
4.0,28.0,76.8,45.5,50.0,0
0.0,11.0,86.1,65.2,127.0,0
9.0,32.0,80.7,57.5,70.0,0
14.0,75.0,79.1,78.0,98.0,0
7.0,12.0,93.1,87.1,31.0,0
7.0,69.0,100.0,77.4,133.0,0
8.0,57.0,75.7,51.9,116.0,0
0.0,36.0,88.3,68.4,193.0,0
7.0,62.0,83.2,58.5,31.0,0
12.0,50.0,83.3,72.1,166.0,0
6.0,0.0,82.5,85.6,93.0,0
15.0,36.0,76.7,75.7,188.0,0
15.0,37.0,44.2,74.7,136.0,0
2.0,77.0,95.3,97.9,124.0,0
10.0,36.0,73.1,60.8,194.0,0
38.0,3.0,6.2,41.4,150.0,1
57.0,3.0,6.4,71.1,107.0,1
5.0,44.0,72.2,100.0,72.0,0
0.0,19.0,82.4,78.5,53.0,0
7.0,69.0,79.6,47.2,55.0,0
11.0,36.0,72.8,68.6,140.0,0
4.0,19.0,81.5,55.2,54.0,0
0.0,72.0,79.7,100.0,68.0,0
8.0,16.0,89.3,63.5,141.0,0
26.0,51.0,66.6,93.0,62.0,0
0.0,12.0,71.9,88.5,162.0,0
8.0,51.0,87.3,56.7,130.0,0
2.0,68.0,73.6,51.3,18.0,0
36.0,23.0,8.7,40.7,21.0,1
5.0,19.0,74.1,69.0,138.0,0
3.0,20.0,79.0,74.3,83.0,0
36.0,13.0,6.5,46.5,49.0,1
59.0,0.0,15.7,56.0,79.0,1
34.0,3.0,0.0,63.9,33.0,1
16.0,71.0,87.7,91.2,39.0,0
15.0,21.0,93.3,47.6,167.0,0
1.0,69.0,60.9,86.3,125.0,0
62.0,0.0,16.5,38.6,198.0,1
16.0,52.0,90.0,56.9,156.0,0
14.0,31.0,95.7,79.2,14.0,0
17.0,66.0,58.7,73.7,68.0,0
9.0,30.0,88.2,94.4,164.0,0
12.0,59.0,96.4,65.6,80.0,0
17.0,37.0,71.4,93.3,96.0,0
3.0,23.0,95.8,73.4,82.0,0
10.0,36.0,78.2,80.5,61.0,0
0.0,88.0,83.1,68.7,120.0,0
0.0,19.0,72.8,59.6,25.0,0
10.0,67.0,90.0,88.2,155.0,0
11.0,63.0,88.3,73.3,28.0,0
3.0,41.0,97.2,69.1,37.0,0
1.0,33.0,94.4,88.9,145.0,0
3.0,18.0,79.9,96.5,12.0,0
70.0,8.0,6.9,66.6,78.0,1
0.0,19.0,93.5,98.6,151.0,0
10.0,0.0,85.4,62.3,68.0,0
69.0,0.0,19.4,26.0,75.0,1
8.0,15.0,64.7,86.9,191.0,0
5.0,43.0,65.5,22.4,109.0,0
0.0,15.0,70.7,59.3,84.0,0
0.0,32.0,93.8,67.6,136.0,0
18.0,47.0,84.9,78.0,113.0,0
37.0,8.0,14.1,14.3,198.0,1
12.0,74.0,78.6,36.9,59.0,0
0.0,45.0,77.4,68.1,155.0,0
6.0,47.0,88.0,50.4,99.0,0
2.0,40.0,71.2,64.6,71.0,0
4.0,65.0,83.5,68.7,80.0,0
3.0,20.0,83.0,77.1,45.0,0
18.0,35.0,71.5,67.1,158.0,0
6.0,0.0,14.0,65.0,112.0,1
8.0,25.0,77.0,65.7,144.0,0
3.0,76.0,70.1,78.8,105.0,0
0.0,52.0,88.5,54.2,178.0,0
0.0,18.0,80.5,72.8,33.0,0
18.0,54.0,84.1,56.7,85.0,0
0.0,74.0,68.2,67.8,97.0,0
2.0,29.0,88.1,76.9,192.0,0
7.0,75.0,100.0,60.3,193.0,0
0.0,51.0,67.4,71.8,126.0,0
0.0,49.0,83.5,68.4,112.0,0
0.0,71.0,72.1,100.0,41.0,0
1.0,49.0,100.0,79.0,198.0,0
8.0,54.0,92.4,81.2,82.0,0
14.0,47.0,82.8,60.6,47.0,0
1.0,6.0,67.7,36.1,14.0,0
2.0,54.0,70.1,64.6,119.0,0
5.0,51.0,87.5,49.3,33.0,0
0.0,10.0,16.3,46.0,28.0,1
9.0,0.0,66.7,77.7,53.0,0
10.0,59.0,80.1,76.7,151.0,0
0.0,26.0,81.3,72.5,133.0,0
11.0,20.0,83.8,60.3,65.0,0
23.0,16.0,10.4,24.2,188.0,1
18.0,11.0,7.3,30.5,192.0,1
21.0,14.0,14.3,70.4,32.0,1
66.0,3.0,14.3,65.2,14.0,1
42.0,2.0,9.7,27.5,193.0,1
72.0,10.0,21.9,21.6,117.0,1
0.0,43.0,91.8,73.3,162.0,0
4.0,51.0,75.4,59.5,143.0,0
13.0,44.0,73.4,79.3,172.0,0
9.0,62.0,63.1,98.5,91.0,0
7.0,18.0,59.8,87.1,97.0,0
4.0,47.0,78.2,76.9,193.0,0
34.0,7.0,17.3,42.7,134.0,1
2.0,60.0,69.1,50.8,66.0,0
8.0,52.0,71.3,79.0,95.0,0
0.0,47.0,95.2,68.7,14.0,0
18.0,37.0,88.8,72.6,199.0,0
0.0,37.0,67.4,88.6,140.0,0
10.0,11.0,75.6,55.1,105.0,0
7.0,56.0,84.1,64.6,107.0,0
0.0,75.0,73.7,92.0,199.0,0
16.0,51.0,71.9,55.2,125.0,0
15.0,45.0,76.6,91.4,44.0,0
0.0,58.0,90.9,79.3,115.0,0
5.0,0.0,91.8,72.1,17.0,0
8.0,34.0,72.6,76.2,146.0,0
0.0,43.0,84.6,79.5,144.0,0
0.0,7.0,79.9,83.9,99.0,0
0.0,49.0,69.9,43.4,158.0,0
0.0,4.0,77.0,93.0,22.0,0
39.0,9.0,10.6,35.6,26.0,1
0.0,50.0,91.6,91.3,20.0,0
33.0,7.0,21.4,38.1,108.0,1
0.0,62.0,75.9,100.0,15.0,0
15.0,48.0,73.5,63.3,56.0,0
7.0,55.0,90.5,98.3,193.0,0
12.0,51.0,92.2,61.1,46.0,0
0.0,26.0,68.9,82.2,191.0,0
1.0,80.0,78.5,89.9,159.0,0
7.0,72.0,79.4,74.3,83.0,0
10.0,54.0,72.3,44.8,148.0,0
1.0,48.0,83.9,76.0,137.0,0
2.0,62.0,73.0,66.9,128.0,0
3.0,73.0,74.6,87.5,20.0,0
4.0,87.0,79.0,60.7,22.0,0
23.0,33.0,65.1,65.8,144.0,0
9.0,68.0,59.4,63.9,82.0,0
6.0,43.0,89.2,69.3,96.0,0
56.0,7.0,11.8,82.6,134.0,1
0.0,63.0,100.0,82.6,104.0,0
54.0,0.0,14.3,52.3,77.0,1
15.0,66.0,74.9,54.8,29.0,0
4.0,41.0,100.0,61.0,196.0,0
5.0,54.0,89.4,65.2,84.0,0
0.0,60.0,73.5,68.8,161.0,0
0.0,58.0,54.2,61.0,44.0,0
9.0,72.0,86.9,62.8,73.0,0
4.0,66.0,80.3,93.5,11.0,0
10.0,32.0,84.3,78.6,21.0,0
7.0,46.0,77.7,57.4,88.0,0
0.0,34.0,68.6,80.0,72.0,0
8.0,49.0,75.7,67.8,29.0,0
0.0,4.0,87.1,100.0,52.0,0
8.0,87.0,76.5,64.5,45.0,0
5.0,28.0,76.4,66.6,154.0,0
18.0,34.0,64.8,69.6,68.0,0
42.0,4.0,0.0,0.0,71.0,1
45.0,3.0,11.6,28.5,96.0,1
3.0,38.0,89.2,74.7,45.0,0
11.0,49.0,72.7,79.1,55.0,0
0.0,81.0,77.0,74.4,48.0,0
27.0,14.0,8.8,79.3,191.0,1
4.0,36.0,76.9,98.3,126.0,0
58.0,5.0,6.9,40.7,184.0,1
3.0,92.0,85.9,47.1,174.0,0
0.0,47.0,62.1,78.7,57.0,0
19.0,15.0,11.8,66.8,18.0,1
0.0,15.0,89.9,39.2,95.0,0
12.0,57.0,85.2,56.6,78.0,0
2.0,32.0,46.2,83.0,125.0,0
3.0,77.0,77.4,88.6,39.0,0
13.0,55.0,67.3,76.6,45.0,0
6.0,48.0,91.2,80.6,49.0,0
15.0,11.0,6.9,25.4,129.0,1
11.0,43.0,83.9,66.3,43.0,0
18.0,40.0,68.0,59.9,89.0,0
10.0,48.0,94.9,70.2,59.0,0
0.0,2.0,77.4,76.6,15.0,0
25.0,4.0,2.7,29.5,43.0,1
0.0,34.0,82.7,85.6,58.0,0
7.0,56.0,85.1,99.0,164.0,0
17.0,3.0,75.4,76.8,44.0,0
0.0,75.0,94.1,55.2,120.0,0
43.0,12.0,17.4,24.7,166.0,1
14.0,23.0,94.4,76.1,193.0,0
3.0,99.0,81.8,95.8,104.0,0
5.0,2.0,7.3,98.9,17.0,1
27.0,11.0,12.4,53.8,44.0,1
15.0,58.0,94.4,64.2,114.0,0
47.0,0.0,12.5,35.4,118.0,1
40.0,13.0,11.1,33.9,195.0,1
5.0,21.0,61.4,69.9,92.0,0
5.0,35.0,88.1,60.9,92.0,0
60.0,10.0,14.4,40.9,91.0,1
12.0,63.0,80.4,72.9,62.0,0
10.0,77.0,78.8,77.1,48.0,0
0.0,35.0,65.8,59.4,187.0,0
8.0,47.0,83.7,78.8,131.0,0
1.0,30.0,100.0,100.0,173.0,0
2.0,69.0,76.9,77.1,165.0,0
10.0,38.0,87.7,78.1,176.0,0
20.0,32.0,100.0,53.4,102.0,0
35.0,8.0,10.5,58.0,64.0,1
22.0,8.0,73.6,65.3,38.0,0
0.0,57.0,82.4,90.1,167.0,0
16.0,38.0,84.8,100.0,59.0,0
9.0,106.0,94.3,63.8,170.0,0
8.0,31.0,92.1,64.3,69.0,0
17.0,39.0,52.3,82.0,37.0,0
1.0,67.0,71.4,54.9,177.0,0
16.0,62.0,79.3,75.5,77.0,0
51.0,1.0,13.0,43.0,128.0,1
1.0,39.0,43.0,72.8,87.0,0
0.0,20.0,72.7,43.7,186.0,0
19.0,104.0,80.0,81.6,46.0,0
29.0,8.0,11.7,34.1,71.0,1
18.0,3.0,18.0,71.8,157.0,1
10.0,63.0,80.4,52.4,175.0,0
7.0,16.0,83.4,86.0,120.0,0
42.0,5.0,3.7,31.5,160.0,1
14.0,22.0,93.7,74.5,126.0,0
1.0,49.0,80.6,63.4,190.0,0
9.0,13.0,19.9,31.7,192.0,1
26.0,2.0,8.1,32.3,55.0,1
7.0,71.0,77.9,63.7,75.0,0
1.0,70.0,91.1,50.0,189.0,0
0.0,55.0,71.8,78.4,64.0,0
0.0,49.0,86.0,100.0,135.0,0
27.0,7.0,16.4,7.2,199.0,1
0.0,55.0,99.9,73.4,149.0,0
14.0,43.0,83.9,100.0,133.0,0
10.0,4.0,73.0,47.6,45.0,0
2.0,31.0,87.4,82.6,50.0,0
10.0,62.0,87.7,100.0,51.0,0
5.0,20.0,76.0,58.7,24.0,0
4.0,20.0,68.4,78.5,198.0,0
6.0,41.0,85.4,64.5,168.0,0
20.0,0.0,80.6,68.9,158.0,0
11.0,61.0,64.8,80.2,156.0,0
4.0,59.0,82.5,47.5,178.0,0
58.0,0.0,7.2,48.4,144.0,1
13.0,50.0,64.8,74.6,59.0,0
8.0,26.0,76.5,47.7,54.0,0
3.0,18.0,92.8,68.5,104.0,0
3.0,57.0,92.1,51.2,47.0,0
0.0,61.0,89.5,52.0,110.0,0
7.0,20.0,82.7,87.8,149.0,0
1.0,17.0,86.0,75.5,60.0,0
3.0,45.0,81.0,70.7,51.0,0
11.0,48.0,68.9,67.4,37.0,0
19.0,66.0,70.9,78.7,114.0,0
9.0,60.0,73.9,66.8,45.0,0
5.0,43.0,94.0,62.7,183.0,0
6.0,68.0,90.8,89.7,70.0,0
15.0,37.0,69.2,64.8,160.0,0
9.0,38.0,80.5,94.1,90.0,0
8.0,64.0,76.0,65.7,171.0,0
8.0,66.0,78.4,85.3,13.0,0
0.0,67.0,74.6,77.8,52.0,0
9.0,41.0,94.1,82.4,100.0,0
0.0,47.0,79.8,78.3,112.0,0
9.0,26.0,82.2,84.7,110.0,0
0.0,65.0,82.2,95.8,140.0,0
11.0,32.0,69.7,60.8,100.0,0
5.0,1.0,81.1,96.3,157.0,0
0.0,35.0,90.6,69.5,122.0,0
4.0,26.0,94.7,46.8,182.0,0
24.0,0.0,68.5,84.3,27.0,0
0.0,32.0,64.8,86.4,141.0,0
7.0,62.0,80.6,81.5,177.0,0
0.0,54.0,91.1,68.9,22.0,0
17.0,54.0,83.6,59.9,54.0,0
13.0,76.0,86.8,66.1,55.0,0
7.0,32.0,66.4,76.5,93.0,0
13.0,20.0,74.3,69.9,107.0,0
8.0,56.0,58.0,58.3,172.0,0
36.0,3.0,15.6,46.3,82.0,1
48.0,4.0,11.2,27.3,145.0,1
3.0,41.0,93.3,63.9,169.0,0
2.0,57.0,95.5,84.9,147.0,0
41.0,0.0,15.1,47.9,184.0,1
0.0,61.0,64.9,78.9,162.0,0
14.0,30.0,83.8,65.9,80.0,0
22.0,14.0,98.6,78.1,193.0,0
3.0,25.0,84.8,60.1,189.0,0
15.0,64.0,91.8,70.7,17.0,0
5.0,68.0,75.1,61.1,193.0,0
1.0,41.0,71.3,78.4,199.0,0
3.0,78.0,79.3,46.6,171.0,0
7.0,41.0,60.7,72.5,187.0,0
0.0,34.0,100.0,54.1,168.0,0
11.0,14.0,81.4,64.1,36.0,0
2.0,43.0,88.7,68.8,15.0,0
0.0,68.0,75.4,84.6,66.0,0
6.0,73.0,64.6,48.5,16.0,0
0.0,69.0,94.3,45.7,135.0,0
3.0,56.0,68.8,90.6,173.0,0
18.0,19.0,3.9,48.8,177.0,1
14.0,14.0,8.4,46.1,28.0,1
53.0,7.0,14.9,69.7,113.0,1
13.0,51.0,72.2,66.6,110.0,0
1.0,50.0,78.5,65.1,107.0,0
6.0,14.0,70.5,77.2,181.0,0
11.0,53.0,88.1,48.3,32.0,0
8.0,70.0,85.7,74.4,23.0,0
21.0,0.0,79.8,66.7,147.0,0
4.0,63.0,74.3,72.7,125.0,0
16.0,0.0,100.0,87.0,104.0,0
0.0,14.0,67.0,88.8,44.0,0
0.0,43.0,64.6,97.4,29.0,0
19.0,80.0,79.2,45.0,129.0,0
3.0,42.0,77.4,79.0,183.0,0
0.0,55.0,91.0,85.2,190.0,0
6.0,25.0,86.5,64.7,55.0,0
16.0,41.0,80.3,73.1,120.0,0
0.0,44.0,85.0,93.5,111.0,0
6.0,81.0,84.8,70.4,190.0,0
0.0,29.0,100.0,93.0,168.0,0
2.0,30.0,82.5,72.7,33.0,0
14.0,69.0,73.2,80.3,138.0,0
0.0,40.0,82.0,87.4,165.0,0
0.0,47.0,53.8,57.1,54.0,0
0.0,55.0,79.7,79.9,76.0,0
1.0,31.0,90.9,66.3,199.0,0
12.0,0.0,86.0,91.7,80.0,0
9.0,69.0,83.0,68.9,27.0,0
11.0,48.0,86.5,68.7,195.0,0
6.0,17.0,91.0,61.0,163.0,0
1.0,62.0,94.3,73.0,21.0,0
0.0,89.0,84.5,82.0,98.0,0
9.0,71.0,76.8,74.9,153.0,0
19.0,91.0,56.9,100.0,23.0,0
0.0,18.0,89.8,67.2,93.0,0
48.0,16.0,6.4,27.8,56.0,1
0.0,53.0,81.5,72.0,34.0,0
31.0,7.0,12.0,63.0,25.0,1
59.0,11.0,17.2,71.2,116.0,1
29.0,3.0,7.4,47.1,49.0,1
2.0,82.0,79.7,70.2,147.0,0
31.0,11.0,11.4,46.3,178.0,1
4.0,65.0,84.5,94.0,106.0,0
0.0,45.0,68.5,83.9,65.0,0
8.0,5.0,11.7,69.2,48.0,1
6.0,40.0,72.8,58.8,126.0,0
4.0,49.0,73.1,64.5,144.0,0
8.0,59.0,88.9,57.9,47.0,0
0.0,66.0,70.0,57.2,75.0,0
9.0,42.0,88.8,78.3,56.0,0
1.0,18.0,81.0,78.9,159.0,0
5.0,18.0,63.5,50.7,77.0,0
15.0,68.0,93.6,66.7,130.0,0
11.0,39.0,83.1,61.8,190.0,0
25.0,2.0,10.8,39.0,60.0,1
5.0,29.0,90.1,42.6,50.0,0
0.0,43.0,95.0,100.0,78.0,0
0.0,17.0,82.0,82.7,134.0,0
7.0,44.0,86.2,35.6,83.0,0
0.0,73.0,83.7,64.4,80.0,0
0.0,42.0,76.6,80.7,173.0,0
10.0,6.0,64.2,63.8,37.0,0
16.0,64.0,82.1,69.9,123.0,0
0.0,69.0,93.8,100.0,115.0,0
13.0,71.0,85.8,67.7,89.0,0
12.0,46.0,69.3,57.8,80.0,0
0.0,96.0,91.0,87.7,133.0,0
54.0,3.0,15.5,69.7,175.0,1
20.0,111.0,59.1,84.5,24.0,0
0.0,75.0,90.2,82.8,185.0,0
1.0,71.0,70.5,100.0,12.0,0
22.0,31.0,97.8,80.2,118.0,0
1.0,24.0,91.5,70.5,85.0,0
17.0,48.0,77.7,73.6,65.0,0
0.0,41.0,84.6,100.0,162.0,0
7.0,33.0,100.0,74.9,111.0,0
15.0,42.0,90.0,70.8,51.0,0
2.0,41.0,82.4,73.0,178.0,0
7.0,31.0,100.0,81.1,74.0,0
12.0,59.0,81.2,68.4,138.0,0
0.0,28.0,85.8,58.5,36.0,0
24.0,44.0,70.6,63.9,26.0,0
14.0,18.0,63.3,60.7,123.0,0
3.0,47.0,77.1,71.7,22.0,0
4.0,49.0,80.4,64.8,190.0,0
21.0,24.0,83.3,71.3,39.0,0
3.0,47.0,65.8,71.7,105.0,0
55.0,11.0,8.2,44.9,117.0,1
15.0,35.0,71.7,59.6,171.0,0
0.0,35.0,86.1,99.5,41.0,0
5.0,55.0,89.3,92.7,186.0,0
7.0,46.0,76.0,82.1,58.0,0
0.0,66.0,70.4,85.0,192.0,0
0.0,22.0,95.4,57.0,110.0,0
7.0,41.0,88.7,65.2,61.0,0
39.0,5.0,6.9,43.7,117.0,1
1.0,46.0,94.7,52.7,153.0,0
0.0,51.0,80.8,68.3,166.0,0
16.0,19.0,73.8,100.0,62.0,0
10.0,58.0,70.0,75.6,92.0,0
3.0,93.0,78.9,97.0,105.0,0
13.0,49.0,87.7,96.0,157.0,0
8.0,26.0,93.9,59.8,141.0,0
20.0,39.0,80.2,74.5,25.0,0
63.0,10.0,8.7,37.4,19.0,1
0.0,30.0,77.9,88.0,113.0,0
1.0,61.0,72.2,81.1,162.0,0
1.0,5.0,66.9,99.0,91.0,0
10.0,7.0,18.7,28.3,61.0,1
4.0,73.0,67.3,86.4,185.0,0
0.0,72.0,100.0,64.3,59.0,0
11.0,68.0,84.4,52.0,146.0,0
14.0,30.0,79.0,84.1,37.0,0
5.0,77.0,97.2,76.2,141.0,0
8.0,53.0,67.0,82.3,97.0,0
0.0,76.0,78.6,95.2,181.0,0
2.0,69.0,100.0,79.0,118.0,0
2.0,52.0,78.6,86.4,57.0,0
10.0,40.0,100.0,89.3,106.0,0
8.0,97.0,87.9,71.8,153.0,0
3.0,6.0,93.1,65.0,87.0,0
3.0,41.0,93.3,100.0,174.0,0
0.0,14.0,80.0,79.8,171.0,0
19.0,48.0,75.1,78.3,198.0,0
0.0,53.0,78.8,59.3,109.0,0
9.0,31.0,70.1,77.7,91.0,0
6.0,33.0,79.3,78.8,75.0,0
4.0,16.0,80.0,60.0,136.0,0
6.0,55.0,96.9,85.1,112.0,0
1.0,35.0,85.9,70.2,45.0,0
11.0,54.0,100.0,40.8,184.0,0
40.0,9.0,10.5,54.8,116.0,1
9.0,50.0,67.8,88.5,91.0,0
1.0,61.0,76.4,60.5,94.0,0
3.0,56.0,94.9,100.0,68.0,0
3.0,50.0,78.9,81.2,36.0,0
28.0,3.0,12.7,57.4,23.0,1
10.0,55.0,77.5,57.5,184.0,0
6.0,32.0,68.0,55.8,152.0,0
13.0,41.0,66.1,70.4,181.0,0
14.0,53.0,100.0,55.0,143.0,0
8.0,79.0,76.5,67.2,192.0,0
11.0,32.0,81.7,97.8,181.0,0
22.0,26.0,79.1,69.4,44.0,0
0.0,51.0,77.5,50.1,107.0,0
15.0,72.0,71.6,78.5,13.0,0
18.0,63.0,76.9,93.8,12.0,0
41.0,12.0,10.9,43.8,151.0,1
21.0,72.0,94.2,53.7,100.0,0
20.0,5.0,89.5,74.8,61.0,0
3.0,67.0,67.8,56.0,96.0,0
4.0,38.0,89.9,71.5,129.0,0
10.0,59.0,84.8,95.6,165.0,0
1.0,67.0,73.8,68.3,111.0,0
28.0,49.0,81.8,80.9,104.0,0
52.0,15.0,22.2,39.1,119.0,1
6.0,36.0,80.5,62.1,36.0,0
0.0,82.0,84.8,58.2,104.0,0
8.0,53.0,71.4,88.9,67.0,0
0.0,50.0,99.9,74.7,11.0,0
12.0,78.0,60.7,77.1,141.0,0
46.0,9.0,7.9,60.3,60.0,1
17.0,40.0,83.7,72.1,133.0,0
3.0,66.0,86.4,76.9,185.0,0
49.0,3.0,15.7,43.6,12.0,1
6.0,46.0,91.7,79.8,90.0,0
6.0,54.0,78.9,59.0,64.0,0
5.0,10.0,68.1,100.0,70.0,0
17.0,73.0,69.1,83.2,195.0,0
9.0,21.0,81.2,78.2,14.0,0
12.0,1.0,5.5,51.9,117.0,1
4.0,49.0,98.0,90.6,80.0,0
9.0,31.0,90.5,66.9,27.0,0
0.0,2.0,98.3,83.1,52.0,0
8.0,18.0,97.2,64.0,41.0,0
0.0,47.0,76.5,45.3,108.0,0
17.0,78.0,71.3,97.1,49.0,0
7.0,76.0,53.2,82.7,141.0,0
11.0,53.0,75.9,68.1,43.0,0
8.0,48.0,97.7,100.0,21.0,0
20.0,63.0,71.7,73.7,147.0,0
21.0,15.0,11.5,33.9,145.0,1
5.0,48.0,74.5,49.5,54.0,0
0.0,48.0,83.7,69.1,14.0,0
0.0,49.0,92.9,69.6,87.0,0
0.0,67.0,64.6,59.2,139.0,0
15.0,15.0,66.5,60.7,21.0,0
58.0,3.0,7.7,63.4,39.0,1
4.0,54.0,87.3,71.4,121.0,0
12.0,3.0,77.4,71.1,76.0,0
7.0,65.0,97.1,66.3,179.0,0
11.0,69.0,66.3,89.3,33.0,0
9.0,2.0,89.3,55.3,150.0,0
10.0,36.0,79.3,74.8,115.0,0
2.0,37.0,86.1,67.2,61.0,0
14.0,25.0,56.1,66.0,160.0,0
30.0,2.0,15.4,26.9,55.0,1
5.0,34.0,87.4,73.4,116.0,0
15.0,58.0,79.4,64.8,95.0,0
5.0,72.0,92.6,78.2,181.0,0
3.0,57.0,92.2,100.0,30.0,0
42.0,14.0,14.0,78.4,16.0,1
17.0,62.0,88.2,81.0,131.0,0
7.0,58.0,70.1,62.2,77.0,0
12.0,5.0,20.7,34.7,197.0,1
0.0,72.0,86.6,72.3,82.0,0
12.0,48.0,71.6,61.6,98.0,0
62.0,8.0,11.1,44.1,70.0,1
9.0,7.0,74.9,81.1,113.0,0
0.0,81.0,74.2,63.9,89.0,0
7.0,52.0,87.1,59.9,19.0,0
2.0,62.0,71.6,93.8,118.0,0
7.0,16.0,71.1,96.9,98.0,0
22.0,56.0,90.4,60.1,46.0,0
12.0,57.0,81.1,89.9,95.0,0
11.0,42.0,65.5,49.4,48.0,0
6.0,17.0,88.6,59.7,23.0,0
9.0,44.0,75.9,55.8,36.0,0
0.0,24.0,66.0,66.5,159.0,0
10.0,30.0,54.9,74.0,66.0,0
4.0,71.0,89.0,55.1,100.0,0
